dept_name,state,lat,lng
Island County Sheriff's Department,WA,64.963051,-19.020835
Brown University Police Department,RI,41.8267718,-71.4025482
Grottoes Police Department,VA,38.2673516,-78.8258584
Parkesburg Borough Police Department,PA,39.9594013,-75.91684819999999
Spotsylvania County Sheriff's Office,VA,38.204165,-77.6077865
Southaven Police Department,MS,34.9918587,-90.0022958
Nappanee Police Department,IN,41.4428253,-86.00138749999999
Kingston Fire Police Department,NY,41.9270367,-73.9973608
Sabine Parish Sheriff's Department,LA,31.4893252,-93.5003454
Cottageville Police Department,SC,32.936838,-80.480935
Newberry County Sheriff's Office,SC,34.2745833,-81.6187178
Morton Grove Police Department,IL,40.6128161,-89.45926089999999
Pawnee Police Department,IL,39.5917186,-89.58037390000001
Hawaii County Police Department,HI,19.8967662,-155.5827818
Florida State Attorney's Office - 1st Judicial Circuit,FL,27.6648274,-81.5157535
Eufaula Police Department,AL,31.8912717,-85.1454876
Westlake Police Department,LA,30.2421496,-93.25070989999999
Woodville Police Department,TX,30.7752011,-94.4154758
Virginia Port Authority Police Department,VA,37.4315734,-78.6568942
Braintree Police Department,MA,42.2079017,-71.0040013
Many Police Department,LA,31.5687848,-93.4840645
Miami Springs Police Department,FL,25.7616798,-80.1917902
Shawnee Police Department,KS,39.02284849999999,-94.7151865
Florida Department of Law Enforcement,FL,27.6648274,-81.5157535
Clinton Police Department,NC,34.9979453,-78.32333249999999
Dillingham Police Department,AK,59.03972219999999,-158.4575
Burlington County Juvenile Detention Center,NJ,40.0561471,-74.84588219999999
Cayuga County Sheriff's Department,NY,42.9189555,-76.7263397
Hutchins Police Department,TX,32.6492999,-96.7130521
Boston Housing Authority Police Department,MA,42.3600825,-71.0588801
Abbeville Police Department,LA,29.9746502,-92.13429210000001
Georgia Department of Juvenile Justice,GA,32.1656221,-82.9000751
Belleair Police Department,FL,27.9358543,-82.8062139
McCormick County Sheriff's Department,SC,33.9134577,-82.29345850000001
Kannapolis Police Department,NC,35.4873613,-80.6217341
Manistee County Sheriff's Department,MI,44.2444473,-86.324253
Grambling Police Department,LA,32.5276503,-92.7140402
Illinois Commerce Commission Police,IL,40.6331249,-89.3985283
Muskingum County Sheriff's Department,OH,39.9996605,-81.7378895
Wisconsin Department of Corrections,WI,43.7844397,-88.7878678
Wayne Police Department,NJ,40.92537249999999,-74.2765441
La Habra Police Department,CA,34.0522342,-118.2436849
Miami-Dade County Department of Corrections and Rehabilitation,FL,25.5516034,-80.6326916
Oakland Unified School District Police Department,CA,37.8043637,-122.2711137
Tallulah Police Department,LA,32.4084765,-91.1867771
Brea Police Department,CA,33.916475,-117.9002918
Glendora Police Department,CA,34.1361187,-117.865339
Brooks County Sheriff's Office,TX,27.0273057,-98.2212979
Peralta Community College District Police Department,CA,37.794032,-122.260426
Jupiter Police Department,FL,26.9342246,-80.0942087
Baldwin County Sheriff's Office,GA,34.4917665,-83.5373946
Jasper County Constable's Office - Precinct 5,TX,30.9201995,-93.9965759
Habersham County Sheriff's Office,GA,34.6478893,-83.54965659999999
Placentia Police Department,CA,33.8710729,-117.8627548
Giddings Police Department,TX,30.1827159,-96.93637100000001
Shannon Police Department,MS,34.1162203,-88.7117181
Iberia Police Department,MO,38.0903154,-92.29267469999999
Hinesville Police Department,GA,31.846877,-81.5959453
Carter County Sheriff's Department,KY,38.3204714,-83.03613759999999
Markham Police Department,IL,41.5936453,-87.6947699
Lyndhurst Police Department,OH,41.5200523,-81.4887315
Lee County Sheriff's Department,MS,34.2354138,-88.7108964
Omak Police Department,WA,48.4109853,-119.5275506
Millbrae Police Department,CA,37.5985468,-122.3871942
Bradshaw Police Department,WV,37.3517789,-81.7987249
Miami-Dade Police Department,FL,25.5516034,-80.6326916
Oneonta Town Constable's Office,NY,42.4528571,-75.0637746
Gallaway Police Department,TN,35.3259187,-89.6161898
Nashville International Airport Police,TN,36.1626638,-86.7816016
Kinston Police Department,NC,35.2626635,-77.5816353
Killian Police Department,LA,30.3588054,-90.5862016
Gresham Police Department,OR,45.5001357,-122.4302013
Winchester Police Department,VA,39.1856597,-78.1633341
Davidson County Sheriff's Office,NC,35.5017318,-80.84677930000001
Sylvania Police Department,GA,32.7504441,-81.636776
Washington State Parks and Recreation Commission,WA,47.7510741,-120.7401386
Huron County Sheriff's Department,MI,42.1427399,-83.357567
Goodman Police Department,MS,32.9701306,-89.9123058
Hohenwald Police Department,TN,35.5478513,-87.5519628
Notasulga Police Department,AL,32.5606908,-85.6724538
Jones County Sheriff's Department,MS,31.5343241,-89.1705998
Bulloch County Sheriff's Office,GA,32.3595678,-81.77870209999999
Leake County Sheriff's Office,MS,32.8073509,-89.4742177
Bladen County Sheriff's Office,NC,34.5882404,-78.5660852
Prentiss Police Department,MS,31.5985012,-89.8670229
Bellwood Police Department,IL,41.8814197,-87.883117
Andrews Department of Public Safety,TX,32.342627,-102.7135121
Hobart / Lawrence Police Department,WI,44.48828959999999,-88.1584129
Iron County Sheriff's Office,UT,37.7854715,-113.1918021
Elloree Police Department,SC,33.5309936,-80.5720319
Kentucky Office of Charitable Gaming,KY,37.8393332,-84.2700179
Adams County Sheriff's Office,WI,44.0196955,-89.77553379999999
Oregon Military Department - Portland Air Base Police,OR,43.8041334,-120.5542012
Ford County Sheriff's Office,KS,37.6540069,-99.8124935
Winnebago County Sheriff's Office,WI,44.0758178,-88.5251126
Bandon Police Department,OR,43.1189978,-124.408448
Polk County Sheriff's Department,NE,41.1526688,-97.56805949999999
Alabama Liquefied Petroleum Gas Board,AL,32.3182314,-86.902298
Henry County Police Department,GA,33.4347963,-84.14351359999999
Grapevine Police Department,TX,32.9342919,-97.0780654
Elk Lick Township Police Department,PA,41.4284924,-78.5660852
Sheboygan County Sheriff's Department,WI,43.7508284,-87.71453
Ormond Beach Police Department,FL,29.2858129,-81.0558894
Newington Police Department,CT,41.6972996,-72.7228293
Douglas County Sheriff's Office,GA,33.7290225,-84.7315563
Louisville Metro Police Department,KY,38.2526647,-85.7584557
Los Angeles World Airports Police Department,CA,9.476899999999999,-13.7855
Braselton Police Department,GA,34.1092735,-83.7626729
Hall County Sheriff's Office,GA,34.30778,-83.804868
DeRidder Police Department,LA,30.8463055,-93.2890527
Chelsea Police Department,MI,42.3180919,-84.0205029
Smith County Constable's Office - Precinct 4,TX,32.3352505,-95.3102505
Powhatan County Sheriff's Office,VA,37.5415273,-77.91882389999999
Androscoggin County Sheriff's Office,ME,44.19124160000001,-70.17070369999999
Uintah County Sheriff's Office,UT,40.1069499,-109.3783206
Barren County District Two Constable's Office,KY,36.9676836,-85.84862360000001
Westchester County District Attorney's Office,NY,41.1220194,-73.7948516
Gallipolis Municipal Court,OH,38.809803,-82.2023691
Euclid Police Department,OH,41.5931049,-81.5267873
Minneapolis Park Police Department,MN,44.977753,-93.2650108
Vestavia Hills Police Department,AL,33.4487183,-86.7877668
CoxHealth Department of Public Safety,MO,37.2248641,-93.289903
Latimore Township Police Department,PA,40.0456484,-77.1210914
Schaumburg Police Department,IL,42.0333607,-88.0834059
Woodburn Police Department,OR,45.143731,-122.8553725
Turner County Sheriff's Department,SD,43.3355563,-97.179026
Headland Police Department,AL,31.351284,-85.3421559
Nags Head Police Department,NC,35.9899891,-75.6518148
Adams County Sheriff's Department,ID,44.9882561,-116.4916091
Kosciusko Police Department,MS,33.0576295,-89.58757639999999
Jefferson County Sheriff's Department,IN,38.7751543,-85.47880649999999
Grant County Sheriff's Office,WA,47.1981147,-119.3732456
Reedley Police Department,CA,36.5963395,-119.4504029
Lake Oswego Police Department,OR,42.6986344,-120.565768
Cowden Police Department,IL,39.2483753,-88.8622895
Hoonah Police Department,AK,58.11,-135.4436111
Haralson County Sheriff's Office,GA,33.8021715,-85.1900684
Indianapolis Metropolitan Police Department,IN,39.768403,-86.158068
Heard County Sheriff's Office,GA,33.2990406,-85.14793639999999
Kalamazoo Department of Public Safety,MI,42.2917069,-85.5872286
Hawthorne Police Department,CA,33.9164032,-118.3525748
Berks County Sheriff's Office,PA,40.3451566,-75.9927652
Ocean County Prosecutor's Office,NJ,39.9652553,-74.3118212
Travis County Constable's Office - Precinct 2,TX,30.2097015,-97.69822719999999
Butts County Sheriff's Office,GA,33.2691443,-83.9532571
Westfield Police Department,MA,42.1250929,-72.749538
Natchitoches Parish Sheriff's Office,LA,31.7607195,-93.08627489999999
Wauwatosa Police Department,WI,43.0494572,-88.0075875
Massachusetts Institute of Technology Police Department,MA,42.4072107,-71.3824374
Pharr Police Department,TX,26.1947962,-98.1836216
Windermere Police Department,FL,28.4955593,-81.53479519999999
Little River-Academy Police Department,TX,29.6152136,-95.4625808
Merrillville Police Department,IN,41.4828144,-87.33281389999999
Avalon Harbor Patrol,CA,33.3428193,-118.3282279
Loxley Police Department,AL,30.6182476,-87.75304539999999
Chehalis Police Department,WA,46.6620478,-122.9640175
Georgia Ports Authority Police Department,GA,32.1656221,-82.9000751
Park County Sheriff's Office,CO,39.0897928,-105.5943388
Greenville County Sheriff's Office,SC,34.8536957,-82.3885033
Schoharie County Sheriff's Department,NY,42.6720323,-74.30893809999999
Philadelphia Police Department,PA,39.9254529,-75.2338224
Texas Rangers,TX,32.7581143,-97.08379749999999
Missouri Department of Corrections,MO,38.5925524,-92.2242524
Ashe County Sheriff's Office,NC,36.418837,-81.4603454
New York Municipal Police Force,NY,40.7162009,-73.9974768
Providence City Watch,RI,41.7627076,-71.4588041
Cleveland Police Department,OH,41.4594668,-81.7116446
Columbus Division of Police,OH,39.964326,-83.004103
Sonora Police Department,CA,37.983672,-120.3832321
New Orleans Police Department,LA,29.9608627,-90.0928608
New Brunswick Police Department,NJ,40.4933236,-74.44605949999999
San Antonio Police Department,TX,29.42278,-98.4991678
Sacramento Police Department,CA,38.5217156,-121.4994388
Salt Lake City Police Department,UT,40.759044,-111.8816755
Cameron County Sheriff's Office,TX,26.0174477,-97.51143189999999
Memphis Police Department,TN,35.0785027,-89.88399179999999
Amador County Constable's Office,CA,38.3528626,-120.7667258
Tarrant County Sheriff's Department,TX,32.7552128,-97.3350944
Evansville Police Department,IN,37.9735403,-87.56727389999999
Bannock County Sheriff's Department,ID,42.8244733,-112.3896224
Illinois Department of Corrections,IL,39.8080323,-89.63832020000001
Young County Sheriff's Office,TX,33.1199502,-98.56760589999999
Uvalde County Sheriff's Office,TX,29.1943215,-99.8264122
Angelina County Sheriff's Office,TX,31.3373319,-94.69410339999999
Morrisania Police Department,NY,40.8224399,-73.9112273
Spokane County Sheriff's Department,WA,47.6655753,-117.4291744
Ray County Sheriff's Department,MO,39.2791455,-93.97672
Kalamazoo County Sheriff's Department,MI,42.2757807,-85.54903499999999
Mattoon Police Department,IL,39.4805943,-88.37550580000001
Ranchos de Albuquerque Constable's Office,NM,35.1591263,-106.6545385
Savannah Police Department,GA,32.0845292,-81.1118733
Fort Smith Police Department,AR,35.382836,-94.423778
Muscatine Police Department,IA,41.4249206,-91.045295
Rensselaer County Sheriff's Office,NY,42.7099538,-73.7007792
Orange County Sheriff's Office,FL,28.551383,-81.41138889999999
Los Angeles Police Department,CA,34.0519961,-118.2445763
Waco Police Department,TX,31.5577605,-97.17589339999999
Grayson County Constable's Office - Precinct 1,TX,33.6359193,-96.6097463
Portsmouth Police Department,VA,36.832925,-76.296362
Metropolitan Police Department,DC,38.8941731,-77.0165485
Anaheim Police Department,CA,33.830436,-117.9186154
Shreveport Police Department,LA,32.500795,-93.7553329
Ellsworth County Sheriff's Department,KS,38.7310333,-98.23126359999999
New York Municipal Police Department,NY,40.7121911,-74.0016747
Bosque County Sheriff's Office,TX,31.9220061,-97.65889229999999
Hackettstown Police Department,NJ,40.853064,-74.8345839
Paris Police Department,TX,33.6494272,-95.52467970000001
New York City Department of Correction,NY,40.7920158,-73.8867674
Plymouth Police Department,MA,41.9336697,-70.6567653
Ottumwa Police Department,IA,41.020702,-92.41507399999999
Utah Department of Corrections,UT,40.485247,-111.894912
Gloucester Police Department,MA,42.6127961,-70.6609321
Faribault Police Department,MN,44.2944658,-93.2694796
Bandera County Sheriff's Office,TX,29.769362,-99.059823
Tarentum Borough Police Department,PA,40.6008863,-79.75184449999999
Colusa Police Department,CA,39.2136931,-122.0096115
Cooke County Constable's Office - Precinct 2,TX,33.64985,-97.169136
Dodge City Police Department,KS,37.7547942,-100.0175878
Missoula County Sheriff's Department,MT,46.8732611,-113.9959272
Chetopa Police Department,KS,37.0342847,-95.0894465
Bell County Sheriff's Office,TX,31.0561713,-97.4645877
Charleston Police Department,SC,32.789258,-79.9596717
Chattanooga Police Department,TN,35.0816283,-85.2632935
Grayson County Constable's Office - Precinct 2,TX,33.6343417,-96.6104881
Safford Police Department,AZ,32.8335162,-109.7185329
New Bremen Police Department,OH,40.440376,-84.379617
Dayton Police Department,OH,39.758934,-84.19757299999999
Carmi Police Department,IL,38.09143359999999,-88.158813
Santa Fe Police Department,NM,35.6359593,-106.0199906
St. Francois County Sheriff's Office,MO,37.7642915,-90.4376659
Hempstead Police Department,TX,30.09505309999999,-96.08029739999999
Ocala Police Department,FL,29.1834133,-82.1416139
Grayson County Constable's Office - Precinct 7,TX,33.6344231,-96.61054
Grayson County Sheriff's Office,TX,33.6344231,-96.61054
McLean County Sheriff's Department,IL,40.4777368,-88.9939865
Kansas City Police Department,MO,39.100032,-94.5769321
Hinsdale County Sheriff's Office,CO,38.02880500000001,-107.3147281
Yavapai County Sheriff's Office,AZ,34.6105597,-111.9165964
Colfax County Sheriff's Department,NM,36.9037946,-104.4402157
Horicon Police Department,WI,43.4468296,-88.6412062
Cowley County Sheriff's Office,KS,37.239792,-96.9940129
Salida Police Department,CO,38.5342718,-105.9876833
Wellington Police Department,OH,41.16779469999999,-82.2166858
Danville Police Department,VA,36.5863833,-79.3924471
Wapello County Sheriff's Office,IA,41.0208124,-92.41550199999999
Dona Ana County Sheriff's Department,NM,32.30572739999999,-106.8157054
Cheraw Police Department,SC,34.6987982,-79.8841064
Newport Police Department,RI,41.4930039,-71.3110058
Wharton County Sheriff's Department,TX,29.3087378,-96.0977202
Garfield County Sheriff's Office,CO,39.5473224,-107.3265859
Hamilton County Sheriff's Office,OH,39.2788584,-84.564842
Uniontown Police Department,PA,39.902485,-79.7234491
Cedar Rapids Police Department,IA,41.97232839999999,-91.66965669999999
Shasta County Sheriff's Department,CA,40.5773034,-122.3722141
Hastings Police Department,NE,40.580858,-98.39181699999999
Bastrop County Constable's Office - Precinct 6,TX,30.0980204,-97.50588959999999
Rapid City Police Department,SD,44.0783645,-103.2218691
Spokane Police Department,WA,47.6655915,-117.4289708
Casey County Sheriff's Office,KY,37.3178376,-84.9404971
Rains County Sheriff's Department,TX,32.8756738,-95.76667959999999
La Salle County Sheriff's Office,TX,28.4438196,-99.23699549999999
Cuero Police Department,TX,29.0900805,-97.28960839999999
New Canaan Police Department,CT,41.1411576,-73.49078899999999
Cloverdale Police Department,CA,38.806143,-123.01697
Cheney Police Department,WA,47.4872749,-117.577892
Le Mars Police Department,IA,42.7952357,-96.1656423
Nogales Police Department,AZ,31.3460381,-110.9318183
Scranton Police Department,PA,41.405867,-75.66678999999999
Johnstown Police Department,PA,40.3274743,-78.91882
Tulare County Sheriff's Office,CA,36.3280532,-119.3173208
Fort Bend County Sheriff's Office,TX,29.5739294,-95.75305069999999
Tyler County Constable's Office - Precinct 2,TX,30.7753561,-94.41726659999999
Petersburg Police Department,VA,37.2311109,-77.40249709999999
Jesup Police Department,GA,31.5999347,-81.8788826
Atlantic City Police Department,NJ,39.3555855,-74.4454641
Ware County Sheriff's Office,GA,31.2611339,-82.4035542
Bingham County Constable's Office,ID,43.1943306,-112.3445266
Hardinsburg Police Department,KY,37.7806654,-86.4610747
Bells Police Department,TX,33.6080368,-96.40897609999999
Red River County Sheriff's Department,TX,33.613999,-95.0520966
Youngstown Police Department,OH,41.1000776,-80.6516037
McComb Police Department,MS,31.2341922,-90.4579765
Presidio County Sheriff's Department,TX,30.3135681,-104.0210418
New York Police Department,NY,40.7141052,-74.00386680000001
Knott County Sheriff's Department,KY,37.3351797,-82.9819273
Fort Scott Police Department,KS,37.8220839,-94.70768199999999
Whitman County Sheriff's Department,WA,46.8842597,-117.3637849
Toccoa Police Department,GA,34.5794858,-83.3320174
Bibb County Sheriff's Office,GA,32.8291178,-83.6373292
Rogers Park Police Department,IL,41.99970630000001,-87.6715869
Butte Police Department,MT,46.0150704,-112.5382358
Texas and Southwestern Cattle Raisers Association,TX,32.7505974,-97.3403577
Tacoma Police Department,WA,47.2244511,-122.4727457
Heath Springs Police Department,SC,34.5942667,-80.6752714
Snowflake Police Department,AZ,34.5007429,-110.0795356
Magoffin County Constable's Office,KY,37.7551294,-83.0586727
Carlisle Borough Police Department,PA,40.2065186,-77.1943684
Dallas County Constable's Office - Precinct 8,TX,32.7423993,-96.8226472
Lafayette Police Department,IN,40.4178308,-86.8909798
McMullen County Sheriff's Office,TX,28.4615291,-98.5477416
Monroe Police Department,LA,32.5010743,-92.1101863
Navarro County Sheriff's Department,TX,32.096326,-96.468881
Hemphill County Sheriff's Department,TX,35.9127974,-100.3839047
Alamosa Police Department,CO,37.46961880000001,-105.863305
Tehama County Sheriff's Department,CA,40.18626709999999,-122.1866021
Volusia County Sheriff's Office,FL,28.9984651,-81.3047809
Motley County Sheriff's Department,TX,34.01392,-100.8215293
Bingham City Police Department,UT,41.5110286,-112.015306
Telluride Marshal's Office,CO,37.936395,-107.809899
San Elizario Police Department,TX,31.5869838,-106.2310482
Great Falls Police Department,MT,47.5034096,-111.3070559
Weimar Police Department,TX,29.69242199999999,-96.73112710000001
Parke County Sheriff's Department,IN,39.775493,-87.24493
Colorado Springs Police Department,CO,38.8240579,-104.8213401
Danbury Police Department,CT,41.4003204,-73.4579681
Dubuque Police Department,IA,42.5014453,-90.66543050000001
Joliet Police Department,IL,41.5234422,-88.08529810000002
Eddy County Sheriff's Department,NM,32.3602535,-104.2443816
Orangeburg Department of Public Safety,SC,33.4925137,-80.8661946
Dobbs Ferry Police Department,NY,41.0150504,-73.87467269999999
New York City Police Department,NY,40.7121911,-74.0016747
LaFollette Police Department,TN,36.3797416,-84.12177059999999
Glen Campbell Borough Police Department,PA,40.8209203,-78.82671409999999
Alameda County Sheriff's Office,CA,37.8012612,-122.2629746
Claiborne County Sheriff's Office,TN,36.4403456,-83.57748029999999
Kirkwood Police Department,MO,38.5801779,-90.4077093
Fond du Lac Police Department,WI,43.7826613,-88.44786789999999
Clatsop County Sheriff's Office,OR,46.1418895,-123.9104464
Washington Parish Sheriff's Office,LA,30.8438011,-90.1559688
Fisher County Sheriff's Department,TX,32.75063710000001,-100.3793747
Converse County Sheriff's Office,WY,42.7598085,-105.3809499
Colorado Department of Corrections,CO,38.8148101,-104.7587587
Huerfano County Sheriff's Office,CO,37.6241227,-104.7828498
Falls City Police Department,NE,40.0622073,-95.60238609999999
Clarendon County Magistrate's Office,SC,33.6934681,-80.2124731
Stamping Ground Police Department,KY,38.2718666,-84.6872425
Howell County Sheriff's Department,MO,36.7428385,-91.8691025
Greensville County Sheriff's Office,VA,36.73670420000001,-77.51491399999999
Schenectady Police Department,NY,42.8145774,-73.93690930000001
Windsor County Sheriff's Office,VT,43.6269116,-72.5078121
Carmel Police Department,IN,39.966412,-86.127909
McDonald County Sheriff's Department,MO,36.5946473,-94.38194419999999
Dunmore Borough Police Department,PA,41.4176654,-75.6353206
Calcasieu Parish Sheriff's Office,LA,30.2270785,-93.14087169999999
Bastrop County Constable's Office - Precinct 2,TX,30.0014188,-97.1433945
Gulfport Police Department,MS,30.3695113,-89.0899225
Reno County Sheriff's Office,KS,38.0537363,-97.9367846
Metropolis Police Department,IL,37.1581413,-88.73086649999999
Pawnee County Sheriff's Office,OK,36.3385329,-96.8027879
Turtle Creek Borough Police Department,PA,40.4054965,-79.8245972
Pine Bluff Police Department,AR,34.2202181,-92.0011033
Webster Parish Sheriff's Office,LA,33.0036605,-93.462313
Hardin County Sheriff's Department,KY,37.7170444,-85.89998419999999
Latah County Sheriff's Department,ID,46.7306231,-116.9967461
Pennsylvania State Constable - Monroe County,PA,41.0377477,-75.1237543
Albert City Marshal's Office,IA,42.783154,-94.9499529
Burnet County Constable's Office - Precinct 1,TX,30.7577617,-98.21297829999999
Caddo County Sheriff's Office,OK,35.0743349,-98.24590649999999
Colbert County Sheriff's Department,AL,34.7339361,-87.7044449
Fulton County Sheriff's Office,GA,33.750364,-84.39055499999999
Oregon Department of Corrections,OR,44.9406307,-123.0044901
Everett Police Department,WA,47.9775885,-122.2076086
Webb City Police Department,MO,37.1462366,-94.4646475
Port Arthur Police Department,TX,29.872165,-93.9331583
Watauga County Sheriff's Office,NC,36.2208952,-81.7068238
Olla Police Department,LA,31.9009516,-92.23952799999999
Cassopolis Police Department,MI,41.91116969999999,-86.0124862
Thurston County Sheriff's Department,WA,47.02934639999999,-122.9122879
McDonough County Sheriff's Office,IL,40.4584356,-90.6735659
Rawlins Police Department,WY,41.7910697,-107.2386627
Dimmit County Sheriff's Department,TX,28.5247537,-99.8222172
Eagle Lake Police Department,TX,29.589005,-96.332731
Olive Hill Police Department,KY,38.2948381,-83.1849891
Calaveras County Constable's Office,CA,38.1908461,-120.6683297
Dickenson County Constable's Office,VA,37.145172,-82.4380954
Attalla Police Department,AL,34.0227855,-86.0874126
Harney County Sheriff's Department,OR,43.589584,-119.0573856
Morgan Park Police Department,IL,41.6915613,-87.6688638
Blairsville Borough Police Department,PA,40.4322899,-79.26156689999999
Louisiana Department of Corrections,LA,30.2593291,-91.0823465
Middlesboro Police Department,KY,36.6083598,-83.7141946
Adair County Regional Jail,KY,37.103848,-85.3066339
Burlington Police Department,VT,44.4821357,-73.2206958
Billings Police Department,MT,45.7840413,-108.5063267
New Castle Police Department,PA,41.0016139,-80.3423621
Norfolk Police Department,VA,36.8544122,-76.236415
Mecklenburg County Police Department,NC,35.222753,-80.83727999999999
Anne Arundel County Fifth Election District Police,MD,39.0993048,-76.62550120000002
Fairfax County Sheriff's Office,VA,38.8463269,-77.3069948
Erie Police Department,PA,42.1285459,-80.0851825
Antigo Police Department,WI,45.1444862,-89.1547605
Boley Police Department,OK,35.4964453,-96.4837156
Harris County Constable's Office - Precinct 1,TX,29.7597014,-95.3586706
Las Vegas Police Department,NV,36.1070996,-115.0948489
Mount Calm City Marshal's Office,TX,31.9185987,-94.6841372
Barnesboro Borough Police Department,PA,40.6638843,-78.7824815
Newburyport Police Department,MA,42.811574,-70.87245870000001
La Plata County Sheriff's Office,CO,37.247521,-107.878708
Pawtucket Police Department,RI,41.8789585,-71.3821143
Oxnard Police Department,CA,34.200847,-119.18153
Mount Pleasant Borough Police Department,PA,40.1499085,-79.54618450000001
Clackamas County Sheriff's Department,OR,45.430187,-122.570536
Falls County Sheriff's Department,TX,31.2941273,-96.87710380000001
Pennsylvania State Police,PA,41.2635936,-80.1733296
Elmore County Sheriff's Office,AL,32.5627222,-86.1959631
Coeburn Police Department,VA,36.9428391,-82.4692178
Spring City Police Department,TN,35.691828,-84.86245699999999
Red Wing Police Department,MN,44.562454,-92.53193
Wood County Constable's Office - Precinct 3,TX,32.795775,-95.4521793
Portales Police Department,NM,34.1975722,-103.3332885
Jefferson County Constable's Office - Precinct 4,TX,29.9251649,-94.2501546
Fort Collins Police Services,CO,40.55728939999999,-105.0402214
Crisfield Police Department,MD,37.9815005,-75.8530165
Niles City Police Department,MI,41.817394,-86.23639999999999
Cairo Police Department,GA,30.8771576,-84.20812149999999
Baker County Sheriff's Department,OR,44.7920433,-117.8487229
Shawnee Police Department,OK,35.329009,-96.92402600000001
Talladega Police Department,AL,33.4328,-86.10383929999999
Caldwell County Constable's Office - Precinct 1,TX,29.8849255,-97.6691712
Sumter Police Department,SC,33.9218977,-80.33928449999999
Swissvale Borough Police Department,PA,40.4204376,-79.884213
Montana Department of Corrections - State Prison,MT,46.3829904,-112.8011047
Yellowstone County Sheriff's Office,MT,45.7847208,-108.5048892
Caney Police Department,KS,37.0116048,-95.9349202
Gowrie Police Department,IA,42.5042509,-94.188138
Colville Police Department,WA,48.543544,-117.9049379
Bastrop County Constable's Office - Precinct 8,TX,30.1088182,-97.31775680000001
Carver Police Department,MA,41.8885542,-70.76807459999999
Weeping Water Police Departmnet,NE,40.86993409999999,-96.1430859
Muskegon County Sheriff's Office,MI,43.2351949,-86.2442306
Brunswick County Sheriff's Office,NC,34.0589053,-78.1639797
Wytheville Police Department,VA,36.9485714,-81.0832053
Rapides Parish Sheriff's Office,LA,31.3092514,-92.44712369999999
Utica Police Department,NY,43.1040273,-75.2334199
Checotah Police Department,OK,35.46914390000001,-95.5225574
Clendenin Police Department,WV,38.4891396,-81.3467093
Mendocino County Constable's Office - Ukiah Judicial District,CA,39.1502396,-123.2082832
Blowing Rock Police Department,NC,36.1338089,-81.67879479999999
Allegheny County Sheriff's Office,PA,40.4384939,-79.9960594
Huron Police Department,SD,44.36398399999999,-98.216021
Carroll Police Department,IA,42.0644121,-94.8669499
Lancaster Police Department,OH,39.7127478,-82.6016463
Tallapoosa Police Department,GA,33.7439337,-85.28685639999999
Manatee County Sheriff's Office,FL,27.4697552,-82.5667551
McLennan County Constable's Office - Precinct 1,TX,31.5185476,-97.1442265
Houston County Constable's Office - Precinct 7,TX,29.6961283,-95.33488059999999
Johnson City Police Department,TN,36.321204,-82.3422956
Bell County Constable's Office - Precinct 1,TX,31.0956186,-97.33892399999999
Garland County Sheriff's Office,AR,34.5041219,-93.05908289999999
Laurel County Constable's Office,KY,37.1274213,-84.0836934
Sawyer County Sheriff's Office,WI,46.0171419,-91.48702109999999
Clarkson Police Department,KY,37.49478089999999,-86.22241679999999
North East Borough Police Department,PA,42.2154402,-79.83602069999999
El Paso County Constable's Office - Precinct 3,TX,31.7581227,-106.4840749
Hansford County Sheriff's Office,TX,36.198067,-101.1928131
Nevada State Police,NV,40.6327075,-116.949736
Pottawattamie County Sheriff's Office,IA,41.2843689,-95.86497899999999
Decatur Police Department,IL,39.8224715,-88.9682722
Muskogee County Sheriff's Office,OK,35.7503542,-95.3729211
Pinal County Sheriff's Office,AZ,33.0412433,-111.3760711
Vilas County Sheriff's Department,WI,45.92015929999999,-89.2499419
Creek County Sheriff's Office,OK,35.9976468,-96.1100574
Fort Klamath Police Department,OR,42.2145229,-121.7583326
Pulaski County Sheriff's Office,AR,34.7236662,-92.30813719999999
Baton Rouge City Police Department,LA,30.4452549,-91.09151419999999
Wilbarger County Constable's Office - Precinct 7,TX,34.1531878,-99.2838858
Plant City Police Department,FL,27.9830994,-82.108038
Poinsett County Sheriff's Department,AR,35.5801672,-90.7160911
Cleveland County Sheriff's Office,OK,35.2207935,-97.44159490000001
Georgia Department of Corrections,GA,32.7293279,-82.719859
Navarro County Constable's Office,TX,32.096326,-96.468881
Conway County Sheriff's Department,AR,35.1585211,-92.7662587
Beltrami County Sheriff's Department,MN,47.47395359999999,-94.8831579
Nuangola Borough Police Department,PA,41.1562654,-75.9821767
Virden Police Department,IL,39.5008701,-89.766562
Sunbury Police Department,PA,40.8608504,-76.7899477
Middletown Police Department,OH,39.5192009,-84.4012369
Stuart Police Department,FL,27.1931229,-80.2395058
Champaign Police Department,IL,40.1167476,-88.2392697
San Diego Police Department,CA,32.7467283,-117.1014417
High Point Police Department,NC,35.959893,-79.993485
Houghton County Sheriff's Office,MI,47.1201426,-88.5688639
"New Jersey Divison of Fish, Game and Wildlife",NJ,39.698803,-74.9204438
Mesa Police Department,AZ,33.4183829,-111.8374499
Kankakee City Police Department,IL,41.1216175,-87.8612421
Texas A&M University Police Department,TX,31.9685988,-99.9018131
Waynesboro Borough Police Department,PA,39.7550746,-77.57600289999999
Culberson County Sheriff's Department,TX,31.0434939,-104.8306506
Belmont Police Department,MA,42.3961507,-71.1777141
